time x -x y z
13.416 -0.105772 0.105772 0.229401 -0.261267
13.417 -0.105776 0.105776 0.229379 -0.261269
13.418 -0.10578 0.10578 0.229358 -0.261271
13.419 -0.105784 0.105784 0.229336 -0.261273
13.42 -0.105788 0.105788 0.229314 -0.261276
13.421 -0.105792 0.105792 0.229292 -0.261278
13.422 -0.105796 0.105796 0.22927 -0.26128
13.423 -0.1058 0.1058 0.229248 -0.261282
13.424 -0.105804 0.105804 0.229227 -0.261284
13.425 -0.105808 0.105808 0.229205 -0.261286
13.426 -0.105812 0.105812 0.229183 -0.261289
13.427 -0.105816 0.105816 0.229161 -0.261291
13.428 -0.105821 0.105821 0.229139 -0.261293
13.429 -0.105825 0.105825 0.229117 -0.261295
13.43 -0.105829 0.105829 0.229095 -0.261297
13.431 -0.105833 0.105833 0.229073 -0.261299
13.432 -0.105837 0.105837 0.229051 -0.261301
13.433 -0.105841 0.105841 0.229029 -0.261304
13.434 -0.105845 0.105845 0.229007 -0.261306
13.435 -0.105849 0.105849 0.228985 -0.261308
13.436 -0.105853 0.105853 0.228963 -0.26131
13.437 -0.105857 0.105857 0.228941 -0.261312
13.438 -0.105861 0.105861 0.228919 -0.261314
13.439 -0.105865 0.105865 0.228897 -0.261316
13.44 -0.105869 0.105869 0.228874 -0.261318
13.441 -0.105873 0.105873 0.228852 -0.26132
13.442 -0.105877 0.105877 0.22883 -0.261322
13.443 -0.105881 0.105881 0.228808 -0.261324
13.444 -0.105885 0.105885 0.228786 -0.261326
13.445 -0.105889 0.105889 0.228764 -0.261328
13.446 -0.105893 0.105893 0.228741 -0.26133
13.447 -0.105897 0.105897 0.228719 -0.261332
13.448 -0.105901 0.105901 0.228697 -0.261334
13.449 -0.105906 0.105906 0.228675 -0.261336
13.45 -0.10591 0.10591 0.228652 -0.261339
13.451 -0.105914 0.105914 0.22863 -0.261341
13.452 -0.105918 0.105918 0.228608 -0.261342
13.453 -0.105922 0.105922 0.228586 -0.261344
13.454 -0.105926 0.105926 0.228563 -0.261346
13.455 -0.10593 0.10593 0.228541 -0.261348
13.456 -0.105934 0.105934 0.228519 -0.26135
13.457 -0.105938 0.105938 0.228496 -0.261352
13.458 -0.105942 0.105942 0.228474 -0.261354
13.459 -0.105946 0.105946 0.228451 -0.261356
13.46 -0.10595 0.10595 0.228429 -0.261358
13.461 -0.105955 0.105955 0.228407 -0.26136
13.462 -0.105959 0.105959 0.228384 -0.261362
13.463 -0.105963 0.105963 0.228362 -0.261364
13.464 -0.105967 0.105967 0.228339 -0.261366
13.465 -0.105971 0.105971 0.228317 -0.261368
13.466 -0.105975 0.105975 0.228294 -0.26137
13.467 -0.105979 0.105979 0.228272 -0.261372
13.468 -0.105983 0.105983 0.228249 -0.261374
13.469 -0.105987 0.105987 0.228227 -0.261375
13.47 -0.105992 0.105992 0.228204 -0.261377
13.471 -0.105996 0.105996 0.228181 -0.261379
13.472 -0.106 0.106 0.228159 -0.261381
13.473 -0.106004 0.106004 0.228136 -0.261383
13.474 -0.106008 0.106008 0.228114 -0.261385
13.475 -0.106012 0.106012 0.228091 -0.261387
13.476 -0.106016 0.106016 0.228068 -0.261388
13.477 -0.106021 0.106021 0.228046 -0.26139
13.478 -0.106025 0.106025 0.228023 -0.261392
13.479 -0.106029 0.106029 0.228 -0.261394
13.48 -0.106033 0.106033 0.227978 -0.261396
13.481 -0.106037 0.106037 0.227955 -0.261398
13.482 -0.106041 0.106041 0.227932 -0.261399
13.483 -0.106045 0.106045 0.227909 -0.261401
13.484 -0.10605 0.10605 0.227887 -0.261403
13.485 -0.106054 0.106054 0.227864 -0.261405
13.486 -0.106058 0.106058 0.227841 -0.261407
13.487 -0.106062 0.106062 0.227818 -0.261408
13.488 -0.106066 0.106066 0.227795 -0.26141
13.489 -0.10607 0.10607 0.227772 -0.261412
13.49 -0.106075 0.106075 0.22775 -0.261414
13.491 -0.106079 0.106079 0.227727 -0.261415
13.492 -0.106083 0.106083 0.227704 -0.261417
13.493 -0.106087 0.106087 0.227681 -0.261419
13.494 -0.106091 0.106091 0.227658 -0.261421
13.495 -0.106096 0.106096 0.227635 -0.261422
13.496 -0.1061 0.1061 0.227612 -0.261424
13.497 -0.106104 0.106104 0.227589 -0.261426
13.498 -0.106108 0.106108 0.227566 -0.261427
13.499 -0.106112 0.106112 0.227543 -0.261429
13.5 -0.106117 0.106117 0.22752 -0.261431
13.501 -0.106121 0.106121 0.227497 -0.261433
13.502 -0.106125 0.106125 0.227474 -0.261434
13.503 -0.106129 0.106129 0.227451 -0.261436
13.504 -0.106134 0.106134 0.227428 -0.261438
13.505 -0.106138 0.106138 0.227405 -0.261439
13.506 -0.106142 0.106142 0.227382 -0.261441
13.507 -0.106146 0.106146 0.227359 -0.261443
13.508 -0.10615 0.10615 0.227336 -0.261444
13.509 -0.106155 0.106155 0.227312 -0.261446
13.51 -0.106159 0.106159 0.227289 -0.261447
13.511 -0.106163 0.106163 0.227266 -0.261449
13.512 -0.106167 0.106167 0.227243 -0.261451
13.513 -0.106172 0.106172 0.22722 -0.261452
13.514 -0.106176 0.106176 0.227196 -0.261454
13.515 -0.10618 0.10618 0.227173 -0.261456
13.516 -0.106185 0.106185 0.22715 -0.261457
13.517 -0.106189 0.106189 0.227127 -0.261459
13.518 -0.106193 0.106193 0.227103 -0.26146
13.519 -0.106197 0.106197 0.22708 -0.261462
13.52 -0.106202 0.106202 0.227057 -0.261464
13.521 -0.106206 0.106206 0.227033 -0.261465
13.522 -0.10621 0.10621 0.22701 -0.261467
13.523 -0.106215 0.106215 0.226987 -0.261468
13.524 -0.106219 0.106219 0.226963 -0.26147
13.525 -0.106223 0.106223 0.22694 -0.261471
13.526 -0.106227 0.106227 0.226917 -0.261473
13.527 -0.106232 0.106232 0.226893 -0.261474
13.528 -0.106236 0.106236 0.22687 -0.261476
13.529 -0.10624 0.10624 0.226846 -0.261477
13.53 -0.106245 0.106245 0.226823 -0.261479
13.531 -0.106249 0.106249 0.226799 -0.26148
13.532 -0.106253 0.106253 0.226776 -0.261482
13.533 -0.106258 0.106258 0.226752 -0.261483
13.534 -0.106262 0.106262 0.226729 -0.261485
13.535 -0.106266 0.106266 0.226705 -0.261486
13.536 -0.106271 0.106271 0.226682 -0.261488
13.537 -0.106275 0.106275 0.226658 -0.261489
13.538 -0.106279 0.106279 0.226634 -0.261491
13.539 -0.106284 0.106284 0.226611 -0.261492
13.54 -0.106288 0.106288 0.226587 -0.261494
13.541 -0.106293 0.106293 0.226564 -0.261495
13.542 -0.106297 0.106297 0.22654 -0.261497
13.543 -0.106301 0.106301 0.226516 -0.261498
13.544 -0.106306 0.106306 0.226493 -0.2615
13.545 -0.10631 0.10631 0.226469 -0.261501
13.546 -0.106314 0.106314 0.226445 -0.261502
13.547 -0.106319 0.106319 0.226421 -0.261504
13.548 -0.106323 0.106323 0.226398 -0.261505
13.549 -0.106328 0.106328 0.226374 -0.261507
13.55 -0.106332 0.106332 0.22635 -0.261508
13.551 -0.106336 0.106336 0.226326 -0.261509
13.552 -0.106341 0.106341 0.226303 -0.261511
13.553 -0.106345 0.106345 0.226279 -0.261512
13.554 -0.10635 0.10635 0.226255 -0.261513
13.555 -0.106354 0.106354 0.226231 -0.261515
13.556 -0.106359 0.106359 0.226207 -0.261516
13.557 -0.106363 0.106363 0.226183 -0.261518
13.558 -0.106367 0.106367 0.226159 -0.261519
13.559 -0.106372 0.106372 0.226136 -0.26152
13.56 -0.106376 0.106376 0.226112 -0.261522
13.561 -0.106381 0.106381 0.226088 -0.261523
13.562 -0.106385 0.106385 0.226064 -0.261524
13.563 -0.10639 0.10639 0.22604 -0.261526
13.564 -0.106394 0.106394 0.226016 -0.261527
13.565 -0.106399 0.106399 0.225992 -0.261528
13.566 -0.106403 0.106403 0.225968 -0.261529
13.567 -0.106408 0.106408 0.225944 -0.261531
13.568 -0.106412 0.106412 0.22592 -0.261532
13.569 -0.106417 0.106417 0.225896 -0.261533
13.57 -0.106421 0.106421 0.225871 -0.261535
13.571 -0.106426 0.106426 0.225847 -0.261536
13.572 -0.10643 0.10643 0.225823 -0.261537
13.573 -0.106435 0.106435 0.225799 -0.261538
13.574 -0.106439 0.106439 0.225775 -0.26154
13.575 -0.106444 0.106444 0.225751 -0.261541
13.576 -0.106448 0.106448 0.225727 -0.261542
13.577 -0.106453 0.106453 0.225702 -0.261543
13.578 -0.106457 0.106457 0.225678 -0.261545
13.579 -0.106462 0.106462 0.225654 -0.261546
13.58 -0.106466 0.106466 0.22563 -0.261547
13.581 -0.106471 0.106471 0.225605 -0.261548
13.582 -0.106475 0.106475 0.225581 -0.26155
13.583 -0.10648 0.10648 0.225557 -0.261551
13.584 -0.106484 0.106484 0.225533 -0.261552
13.585 -0.106489 0.106489 0.225508 -0.261553
13.586 -0.106494 0.106494 0.225484 -0.261554
13.587 -0.106498 0.106498 0.22546 -0.261555
13.588 -0.106503 0.106503 0.225435 -0.261557
13.589 -0.106507 0.106507 0.225411 -0.261558
13.59 -0.106512 0.106512 0.225387 -0.261559
13.591 -0.106516 0.106516 0.225362 -0.26156
13.592 -0.106521 0.106521 0.225338 -0.261561
13.593 -0.106526 0.106526 0.225313 -0.261562
13.594 -0.10653 0.10653 0.225289 -0.261564
13.595 -0.106535 0.106535 0.225264 -0.261565
13.596 -0.10654 0.10654 0.22524 -0.261566
13.597 -0.106544 0.106544 0.225215 -0.261567
13.598 -0.106549 0.106549 0.225191 -0.261568
13.599 -0.106553 0.106553 0.225166 -0.261569
13.6 -0.106558 0.106558 0.225142 -0.26157
13.601 -0.106563 0.106563 0.225117 -0.261571
13.602 -0.106567 0.106567 0.225093 -0.261572
13.603 -0.106572 0.106572 0.225068 -0.261574
13.604 -0.106577 0.106577 0.225043 -0.261575
13.605 -0.106581 0.106581 0.225019 -0.261576
13.606 -0.106586 0.106586 0.224994 -0.261577
13.607 -0.106591 0.106591 0.224969 -0.261578
13.608 -0.106595 0.106595 0.224945 -0.261579
13.609 -0.1066 0.1066 0.22492 -0.26158
13.61 -0.106605 0.106605 0.224895 -0.261581
13.611 -0.106609 0.106609 0.224871 -0.261582
13.612 -0.106614 0.106614 0.224846 -0.261583
13.613 -0.106619 0.106619 0.224821 -0.261584
13.614 -0.106624 0.106624 0.224796 -0.261585
13.615 -0.106628 0.106628 0.224772 -0.261586
13.616 -0.106633 0.106633 0.224747 -0.261587
13.617 -0.106638 0.106638 0.224722 -0.261588
13.618 -0.106642 0.106642 0.224697 -0.261589
13.619 -0.106647 0.106647 0.224672 -0.26159
13.62 -0.106652 0.106652 0.224647 -0.261591
13.621 -0.106657 0.106657 0.224623 -0.261592
13.622 -0.106661 0.106661 0.224598 -0.261593
13.623 -0.106666 0.106666 0.224573 -0.261594
13.624 -0.106671 0.106671 0.224548 -0.261595
13.625 -0.106676 0.106676 0.224523 -0.261596
13.626 -0.10668 0.10668 0.224498 -0.261597
13.627 -0.106685 0.106685 0.224473 -0.261598
13.628 -0.10669 0.10669 0.224448 -0.261599
13.629 -0.106695 0.106695 0.224423 -0.2616
13.63 -0.1067 0.1067 0.224398 -0.261601
13.631 -0.106704 0.106704 0.224373 -0.261602
13.632 -0.106709 0.106709 0.224348 -0.261603
13.633 -0.106714 0.106714 0.224323 -0.261603
13.634 -0.106719 0.106719 0.224298 -0.261604
13.635 -0.106724 0.106724 0.224273 -0.261605
13.636 -0.106729 0.106729 0.224248 -0.261606
13.637 -0.106733 0.106733 0.224222 -0.261607
13.638 -0.106738 0.106738 0.224197 -0.261608
13.639 -0.106743 0.106743 0.224172 -0.261609
13.64 -0.106748 0.106748 0.224147 -0.26161
13.641 -0.106753 0.106753 0.224122 -0.261611
13.642 -0.106758 0.106758 0.224097 -0.261611
13.643 -0.106762 0.106762 0.224071 -0.261612
13.644 -0.106767 0.106767 0.224046 -0.261613
13.645 -0.106772 0.106772 0.224021 -0.261614
13.646 -0.106777 0.106777 0.223996 -0.261615
13.647 -0.106782 0.106782 0.22397 -0.261616
13.648 -0.106787 0.106787 0.223945 -0.261617
13.649 -0.106792 0.106792 0.22392 -0.261617
13.65 -0.106797 0.106797 0.223894 -0.261618
13.651 -0.106802 0.106802 0.223869 -0.261619
13.652 -0.106807 0.106807 0.223844 -0.26162
13.653 -0.106811 0.106811 0.223818 -0.261621
13.654 -0.106816 0.106816 0.223793 -0.261621
13.655 -0.106821 0.106821 0.223767 -0.261622
13.656 -0.106826 0.106826 0.223742 -0.261623
13.657 -0.106831 0.106831 0.223717 -0.261624
13.658 -0.106836 0.106836 0.223691 -0.261625
13.659 -0.106841 0.106841 0.223666 -0.261625
13.66 -0.106846 0.106846 0.22364 -0.261626
13.661 -0.106851 0.106851 0.223615 -0.261627
13.662 -0.106856 0.106856 0.223589 -0.261628
13.663 -0.106861 0.106861 0.223564 -0.261628
13.664 -0.106866 0.106866 0.223538 -0.261629
13.665 -0.106871 0.106871 0.223513 -0.26163
13.666 -0.106876 0.106876 0.223487 -0.261631
13.667 -0.106881 0.106881 0.223461 -0.261631
13.668 -0.106886 0.106886 0.223436 -0.261632
13.669 -0.106891 0.106891 0.22341 -0.261633
13.67 -0.106896 0.106896 0.223385 -0.261633
13.671 -0.106901 0.106901 0.223359 -0.261634
13.672 -0.106906 0.106906 0.223333 -0.261635
13.673 -0.106911 0.106911 0.223308 -0.261636
13.674 -0.106916 0.106916 0.223282 -0.261636
13.675 -0.106921 0.106921 0.223256 -0.261637
13.676 -0.106926 0.106926 0.223231 -0.261638
13.677 -0.106931 0.106931 0.223205 -0.261638
13.678 -0.106936 0.106936 0.223179 -0.261639
13.679 -0.106941 0.106941 0.223153 -0.26164
13.68 -0.106946 0.106946 0.223127 -0.26164
13.681 -0.106952 0.106952 0.223102 -0.261641
13.682 -0.106957 0.106957 0.223076 -0.261642
13.683 -0.106962 0.106962 0.22305 -0.261642
13.684 -0.106967 0.106967 0.223024 -0.261643
13.685 -0.106972 0.106972 0.222998 -0.261644
13.686 -0.106977 0.106977 0.222972 -0.261644
13.687 -0.106982 0.106982 0.222947 -0.261645
13.688 -0.106987 0.106987 0.222921 -0.261645
13.689 -0.106992 0.106992 0.222895 -0.261646
13.69 -0.106998 0.106998 0.222869 -0.261647
13.691 -0.107003 0.107003 0.222843 -0.261647
13.692 -0.107008 0.107008 0.222817 -0.261648
13.693 -0.107013 0.107013 0.222791 -0.261648
13.694 -0.107018 0.107018 0.222765 -0.261649
13.695 -0.107023 0.107023 0.222739 -0.26165
13.696 -0.107028 0.107028 0.222713 -0.26165
13.697 -0.107034 0.107034 0.222687 -0.261651
13.698 -0.107039 0.107039 0.222661 -0.261651
13.699 -0.107044 0.107044 0.222635 -0.261652
13.7 -0.107049 0.107049 0.222609 -0.261652
13.701 -0.107054 0.107054 0.222583 -0.261653
13.702 -0.10706 0.10706 0.222557 -0.261654
13.703 -0.107065 0.107065 0.22253 -0.261654
13.704 -0.10707 0.10707 0.222504 -0.261655
13.705 -0.107075 0.107075 0.222478 -0.261655
13.706 -0.10708 0.10708 0.222452 -0.261656
13.707 -0.107086 0.107086 0.222426 -0.261656
13.708 -0.107091 0.107091 0.2224 -0.261657
13.709 -0.107096 0.107096 0.222373 -0.261657
13.71 -0.107101 0.107101 0.222347 -0.261658
13.711 -0.107107 0.107107 0.222321 -0.261658
13.712 -0.107112 0.107112 0.222295 -0.261659
13.713 -0.107117 0.107117 0.222268 -0.261659
13.714 -0.107122 0.107122 0.222242 -0.26166
13.715 -0.107128 0.107128 0.222216 -0.26166
13.716 -0.107133 0.107133 0.222189 -0.261661
13.717 -0.107138 0.107138 0.222163 -0.261661
13.718 -0.107143 0.107143 0.222137 -0.261662
13.719 -0.107149 0.107149 0.22211 -0.261662
13.72 -0.107154 0.107154 0.222084 -0.261663
13.721 -0.107159 0.107159 0.222058 -0.261663
13.722 -0.107165 0.107165 0.222031 -0.261663
13.723 -0.10717 0.10717 0.222005 -0.261664
13.724 -0.107175 0.107175 0.221978 -0.261664
13.725 -0.107181 0.107181 0.221952 -0.261665
13.726 -0.107186 0.107186 0.221925 -0.261665
13.727 -0.107191 0.107191 0.221899 -0.261666
13.728 -0.107197 0.107197 0.221873 -0.261666
13.729 -0.107202 0.107202 0.221846 -0.261666
13.73 -0.107207 0.107207 0.221819 -0.261667
13.731 -0.107213 0.107213 0.221793 -0.261667
13.732 -0.107218 0.107218 0.221766 -0.261668
13.733 -0.107224 0.107224 0.22174 -0.261668
13.734 -0.107229 0.107229 0.221713 -0.261668
13.735 -0.107234 0.107234 0.221687 -0.261669
13.736 -0.10724 0.10724 0.22166 -0.261669
13.737 -0.107245 0.107245 0.221633 -0.26167
13.738 -0.107251 0.107251 0.221607 -0.26167
13.739 -0.107256 0.107256 0.22158 -0.26167
13.74 -0.107261 0.107261 0.221554 -0.261671
13.741 -0.107267 0.107267 0.221527 -0.261671
13.742 -0.107272 0.107272 0.2215 -0.261671
13.743 -0.107278 0.107278 0.221473 -0.261672
13.744 -0.107283 0.107283 0.221447 -0.261672
13.745 -0.107289 0.107289 0.22142 -0.261672
13.746 -0.107294 0.107294 0.221393 -0.261673
13.747 -0.107299 0.107299 0.221366 -0.261673
13.748 -0.107305 0.107305 0.22134 -0.261673
13.749 -0.10731 0.10731 0.221313 -0.261674
13.75 -0.107316 0.107316 0.221286 -0.261674
13.751 -0.107321 0.107321 0.221259 -0.261674
13.752 -0.107327 0.107327 0.221232 -0.261675
13.753 -0.107332 0.107332 0.221206 -0.261675
13.754 -0.107338 0.107338 0.221179 -0.261675
13.755 -0.107343 0.107343 0.221152 -0.261676
13.756 -0.107349 0.107349 0.221125 -0.261676
13.757 -0.107354 0.107354 0.221098 -0.261676
13.758 -0.10736 0.10736 0.221071 -0.261676
13.759 -0.107365 0.107365 0.221044 -0.261677
13.76 -0.107371 0.107371 0.221017 -0.261677
13.761 -0.107377 0.107377 0.22099 -0.261677
13.762 -0.107382 0.107382 0.220963 -0.261677
13.763 -0.107388 0.107388 0.220936 -0.261678
13.764 -0.107393 0.107393 0.220909 -0.261678
13.765 -0.107399 0.107399 0.220882 -0.261678
13.766 -0.107404 0.107404 0.220855 -0.261678
13.767 -0.10741 0.10741 0.220828 -0.261679
13.768 -0.107415 0.107415 0.220801 -0.261679
13.769 -0.107421 0.107421 0.220774 -0.261679
13.77 -0.107427 0.107427 0.220747 -0.261679
13.771 -0.107432 0.107432 0.22072 -0.26168
13.772 -0.107438 0.107438 0.220693 -0.26168
13.773 -0.107443 0.107443 0.220666 -0.26168
13.774 -0.107449 0.107449 0.220638 -0.26168
13.775 -0.107455 0.107455 0.220611 -0.26168
13.776 -0.10746 0.10746 0.220584 -0.261681
13.777 -0.107466 0.107466 0.220557 -0.261681
13.778 -0.107472 0.107472 0.22053 -0.261681
13.779 -0.107477 0.107477 0.220503 -0.261681
13.78 -0.107483 0.107483 0.220475 -0.261681
13.781 -0.107489 0.107489 0.220448 -0.261681
13.782 -0.107494 0.107494 0.220421 -0.261682
13.783 -0.1075 0.1075 0.220394 -0.261682
13.784 -0.107506 0.107506 0.220366 -0.261682
13.785 -0.107511 0.107511 0.220339 -0.261682
13.786 -0.107517 0.107517 0.220312 -0.261682
13.787 -0.107523 0.107523 0.220284 -0.261682
13.788 -0.107528 0.107528 0.220257 -0.261682
13.789 -0.107534 0.107534 0.22023 -0.261683
13.79 -0.10754 0.10754 0.220202 -0.261683
13.791 -0.107546 0.107546 0.220175 -0.261683
13.792 -0.107551 0.107551 0.220147 -0.261683
13.793 -0.107557 0.107557 0.22012 -0.261683
13.794 -0.107563 0.107563 0.220093 -0.261683
13.795 -0.107569 0.107569 0.220065 -0.261683
13.796 -0.107574 0.107574 0.220038 -0.261683
13.797 -0.10758 0.10758 0.22001 -0.261683
13.798 -0.107586 0.107586 0.219983 -0.261684
13.799 -0.107592 0.107592 0.219955 -0.261684
13.8 -0.107597 0.107597 0.219928 -0.261684
13.801 -0.107603 0.107603 0.2199 -0.261684
13.802 -0.107609 0.107609 0.219873 -0.261684
13.803 -0.107615 0.107615 0.219845 -0.261684
13.804 -0.107621 0.107621 0.219818 -0.261684
13.805 -0.107626 0.107626 0.21979 -0.261684
13.806 -0.107632 0.107632 0.219762 -0.261684
13.807 -0.107638 0.107638 0.219735 -0.261684
13.808 -0.107644 0.107644 0.219707 -0.261684
13.809 -0.10765 0.10765 0.21968 -0.261684
13.81 -0.107655 0.107655 0.219652 -0.261684
13.811 -0.107661 0.107661 0.219624 -0.261684
13.812 -0.107667 0.107667 0.219597 -0.261684
13.813 -0.107673 0.107673 0.219569 -0.261684
13.814 -0.107679 0.107679 0.219541 -0.261684
13.815 -0.107685 0.107685 0.219513 -0.261684
13.816 -0.107691 0.107691 0.219486 -0.261684
13.817 -0.107697 0.107697 0.219458 -0.261684
13.818 -0.107702 0.107702 0.21943 -0.261684
13.819 -0.107708 0.107708 0.219402 -0.261684
13.82 -0.107714 0.107714 0.219375 -0.261684
13.821 -0.10772 0.10772 0.219347 -0.261684
13.822 -0.107726 0.107726 0.219319 -0.261684
13.823 -0.107732 0.107732 0.219291 -0.261684
13.824 -0.107738 0.107738 0.219263 -0.261684
13.825 -0.107744 0.107744 0.219236 -0.261684
13.826 -0.10775 0.10775 0.219208 -0.261684
13.827 -0.107756 0.107756 0.21918 -0.261684
13.828 -0.107762 0.107762 0.219152 -0.261684
13.829 -0.107768 0.107768 0.219124 -0.261684
13.83 -0.107774 0.107774 0.219096 -0.261684
13.831 -0.107779 0.107779 0.219068 -0.261684
13.832 -0.107785 0.107785 0.21904 -0.261684
13.833 -0.107791 0.107791 0.219012 -0.261684
13.834 -0.107797 0.107797 0.218984 -0.261684
13.835 -0.107803 0.107803 0.218956 -0.261684
13.836 -0.107809 0.107809 0.218928 -0.261684
13.837 -0.107815 0.107815 0.2189 -0.261684
13.838 -0.107821 0.107821 0.218872 -0.261684
13.839 -0.107827 0.107827 0.218844 -0.261684
13.84 -0.107833 0.107833 0.218816 -0.261683
13.841 -0.107839 0.107839 0.218788 -0.261683
13.842 -0.107846 0.107846 0.21876 -0.261683
13.843 -0.107852 0.107852 0.218732 -0.261683
13.844 -0.107858 0.107858 0.218704 -0.261683
13.845 -0.107864 0.107864 0.218676 -0.261683
13.846 -0.10787 0.10787 0.218648 -0.261683
13.847 -0.107876 0.107876 0.218619 -0.261683
13.848 -0.107882 0.107882 0.218591 -0.261683
13.849 -0.107888 0.107888 0.218563 -0.261682
13.85 -0.107894 0.107894 0.218535 -0.261682
13.851 -0.1079 0.1079 0.218507 -0.261682
13.852 -0.107906 0.107906 0.218479 -0.261682
13.853 -0.107912 0.107912 0.21845 -0.261682
13.854 -0.107918 0.107918 0.218422 -0.261682
13.855 -0.107925 0.107925 0.218394 -0.261682
13.856 -0.107931 0.107931 0.218366 -0.261681
13.857 -0.107937 0.107937 0.218337 -0.261681
13.858 -0.107943 0.107943 0.218309 -0.261681
13.859 -0.107949 0.107949 0.218281 -0.261681
13.86 -0.107955 0.107955 0.218252 -0.261681
13.861 -0.107961 0.107961 0.218224 -0.261681
13.862 -0.107967 0.107967 0.218196 -0.26168
13.863 -0.107974 0.107974 0.218167 -0.26168
13.864 -0.10798 0.10798 0.218139 -0.26168
13.865 -0.107986 0.107986 0.218111 -0.26168
13.866 -0.107992 0.107992 0.218082 -0.26168
13.867 -0.107998 0.107998 0.218054 -0.261679
13.868 -0.108005 0.108005 0.218025 -0.261679
13.869 -0.108011 0.108011 0.217997 -0.261679
13.87 -0.108017 0.108017 0.217968 -0.261679
13.871 -0.108023 0.108023 0.21794 -0.261679
13.872 -0.108029 0.108029 0.217912 -0.261678
13.873 -0.108036 0.108036 0.217883 -0.261678
13.874 -0.108042 0.108042 0.217855 -0.261678
13.875 -0.108048 0.108048 0.217826 -0.261678
13.876 -0.108054 0.108054 0.217798 -0.261677
13.877 -0.108061 0.108061 0.217769 -0.261677
13.878 -0.108067 0.108067 0.21774 -0.261677
13.879 -0.108073 0.108073 0.217712 -0.261677
13.88 -0.108079 0.108079 0.217683 -0.261676
13.881 -0.108086 0.108086 0.217655 -0.261676
13.882 -0.108092 0.108092 0.217626 -0.261676
13.883 -0.108098 0.108098 0.217597 -0.261676
13.884 -0.108104 0.108104 0.217569 -0.261675
13.885 -0.108111 0.108111 0.21754 -0.261675
13.886 -0.108117 0.108117 0.217512 -0.261675
13.887 -0.108123 0.108123 0.217483 -0.261674
13.888 -0.10813 0.10813 0.217454 -0.261674
13.889 -0.108136 0.108136 0.217426 -0.261674
13.89 -0.108142 0.108142 0.217397 -0.261674
13.891 -0.108149 0.108149 0.217368 -0.261673
13.892 -0.108155 0.108155 0.217339 -0.261673
13.893 -0.108161 0.108161 0.217311 -0.261673
13.894 -0.108168 0.108168 0.217282 -0.261672
13.895 -0.108174 0.108174 0.217253 -0.261672
13.896 -0.108181 0.108181 0.217224 -0.261672
13.897 -0.108187 0.108187 0.217196 -0.261671
13.898 -0.108193 0.108193 0.217167 -0.261671
13.899 -0.1082 0.1082 0.217138 -0.261671
13.9 -0.108206 0.108206 0.217109 -0.26167
13.901 -0.108212 0.108212 0.21708 -0.26167
13.902 -0.108219 0.108219 0.217051 -0.26167
13.903 -0.108225 0.108225 0.217022 -0.261669
13.904 -0.108232 0.108232 0.216994 -0.261669
13.905 -0.108238 0.108238 0.216965 -0.261669
13.906 -0.108245 0.108245 0.216936 -0.261668
13.907 -0.108251 0.108251 0.216907 -0.261668
13.908 -0.108257 0.108257 0.216878 -0.261668
13.909 -0.108264 0.108264 0.216849 -0.261667
13.91 -0.10827 0.10827 0.21682 -0.261667
13.911 -0.108277 0.108277 0.216791 -0.261667
13.912 -0.108283 0.108283 0.216762 -0.261666
13.913 -0.10829 0.10829 0.216733 -0.261666
13.914 -0.108296 0.108296 0.216704 -0.261665
13.915 -0.108303 0.108303 0.216675 -0.261665
13.916 -0.108309 0.108309 0.216646 -0.261665
13.917 -0.108316 0.108316 0.216617 -0.261664
13.918 -0.108322 0.108322 0.216588 -0.261664
13.919 -0.108329 0.108329 0.216559 -0.261663
13.92 -0.108335 0.108335 0.21653 -0.261663
13.921 -0.108342 0.108342 0.216501 -0.261663
13.922 -0.108348 0.108348 0.216471 -0.261662
13.923 -0.108355 0.108355 0.216442 -0.261662
13.924 -0.108361 0.108361 0.216413 -0.261661
13.925 -0.108368 0.108368 0.216384 -0.261661
13.926 -0.108374 0.108374 0.216355 -0.26166
13.927 -0.108381 0.108381 0.216326 -0.26166
13.928 -0.108388 0.108388 0.216297 -0.26166
13.929 -0.108394 0.108394 0.216267 -0.261659
13.93 -0.108401 0.108401 0.216238 -0.261659
13.931 -0.108407 0.108407 0.216209 -0.261658
13.932 -0.108414 0.108414 0.21618 -0.261658
13.933 -0.108421 0.108421 0.21615 -0.261657
13.934 -0.108427 0.108427 0.216121 -0.261657
13.935 -0.108434 0.108434 0.216092 -0.261656
13.936 -0.10844 0.10844 0.216063 -0.261656
13.937 -0.108447 0.108447 0.216033 -0.261655
13.938 -0.108454 0.108454 0.216004 -0.261655
13.939 -0.10846 0.10846 0.215975 -0.261654
13.94 -0.108467 0.108467 0.215945 -0.261654
13.941 -0.108474 0.108474 0.215916 -0.261653
13.942 -0.10848 0.10848 0.215887 -0.261653
13.943 -0.108487 0.108487 0.215857 -0.261652
13.944 -0.108494 0.108494 0.215828 -0.261652
13.945 -0.1085 0.1085 0.215798 -0.261651
13.946 -0.108507 0.108507 0.215769 -0.261651
13.947 -0.108514 0.108514 0.21574 -0.26165
13.948 -0.10852 0.10852 0.21571 -0.26165
13.949 -0.108527 0.108527 0.215681 -0.261649
13.95 -0.108534 0.108534 0.215651 -0.261649
13.951 -0.10854 0.10854 0.215622 -0.261648
13.952 -0.108547 0.108547 0.215592 -0.261648
13.953 -0.108554 0.108554 0.215563 -0.261647
