time x -x y z
0.368 -9.07373e-05 9.07373e-05 7.79275e-05 -4.694e-05
0.369 -9.13032e-05 9.13032e-05 7.84578e-05 -4.72522e-05
0.37 -9.18712e-05 9.18712e-05 7.89902e-05 -4.75657e-05
0.371 -9.24411e-05 9.24411e-05 7.95249e-05 -4.78803e-05
0.372 -9.30131e-05 9.30131e-05 8.00617e-05 -4.81963e-05
0.373 -9.35872e-05 9.35872e-05 8.06008e-05 -4.85134e-05
0.374 -9.41633e-05 9.41633e-05 8.1142e-05 -4.88318e-05
0.375 -9.47414e-05 9.47414e-05 8.16854e-05 -4.91515e-05
0.376 -9.53216e-05 9.53216e-05 8.2231e-05 -4.94724e-05
0.377 -9.59038e-05 9.59038e-05 8.27788e-05 -4.97946e-05
0.378 -9.6488e-05 9.6488e-05 8.33288e-05 -5.0118e-05
0.379 -9.70743e-05 9.70743e-05 8.3881e-05 -5.04427e-05
0.38 -9.76627e-05 9.76627e-05 8.44354e-05 -5.07686e-05
0.381 -9.82531e-05 9.82531e-05 8.4992e-05 -5.10958e-05
0.382 -9.88456e-05 9.88456e-05 8.55508e-05 -5.14242e-05
0.383 -9.94401e-05 9.94401e-05 8.61118e-05 -5.17539e-05
0.384 -0.000100037 0.000100037 8.66751e-05 -5.20849e-05
0.385 -0.000100635 0.000100635 8.72405e-05 -5.24171e-05
0.386 -0.000101236 0.000101236 8.78082e-05 -5.27506e-05
0.387 -0.000101839 0.000101839 8.83781e-05 -5.30853e-05
0.388 -0.000102444 0.000102444 8.89502e-05 -5.34214e-05
0.389 -0.00010305 0.00010305 8.95246e-05 -5.37587e-05
0.39 -0.000103659 0.000103659 9.01012e-05 -5.40972e-05
0.391 -0.00010427 0.00010427 9.068e-05 -5.4437e-05
0.392 -0.000104883 0.000104883 9.12611e-05 -5.47781e-05
0.393 -0.000105499 0.000105499 9.18443e-05 -5.51205e-05
0.394 -0.000106116 0.000106116 9.24299e-05 -5.54641e-05
0.395 -0.000106735 0.000106735 9.30177e-05 -5.58091e-05
0.396 -0.000107357 0.000107357 9.36077e-05 -5.61553e-05
0.397 -0.00010798 0.00010798 9.41999e-05 -5.65027e-05
0.398 -0.000108606 0.000108606 9.47945e-05 -5.68515e-05
0.399 -0.000109233 0.000109233 9.53912e-05 -5.72015e-05
0.4 -0.000109863 0.000109863 9.59903e-05 -5.75528e-05
0.401 -0.000110495 0.000110495 9.65916e-05 -5.79054e-05
0.402 -0.000111128 0.000111128 9.71951e-05 -5.82593e-05
0.403 -0.000111764 0.000111764 9.78009e-05 -5.86145e-05
0.404 -0.000112402 0.000112402 9.8409e-05 -5.8971e-05
0.405 -0.000113043 0.000113043 9.90193e-05 -5.93287e-05
0.406 -0.000113685 0.000113685 9.96319e-05 -5.96878e-05
0.407 -0.000114329 0.000114329 0.000100247 -6.00481e-05
0.408 -0.000114976 0.000114976 0.000100864 -6.04097e-05
0.409 -0.000115624 0.000115624 0.000101483 -6.07726e-05
0.41 -0.000116275 0.000116275 0.000102105 -6.11368e-05
0.411 -0.000116927 0.000116927 0.000102729 -6.15023e-05
0.412 -0.000117582 0.000117582 0.000103355 -6.18691e-05
0.413 -0.000118239 0.000118239 0.000103984 -6.22372e-05
0.414 -0.000118898 0.000118898 0.000104615 -6.26067e-05
0.415 -0.000119559 0.000119559 0.000105248 -6.29774e-05
0.416 -0.000120222 0.000120222 0.000105883 -6.33494e-05
0.417 -0.000120888 0.000120888 0.000106521 -6.37227e-05
0.418 -0.000121555 0.000121555 0.000107161 -6.40973e-05
0.419 -0.000122225 0.000122225 0.000107804 -6.44732e-05
0.42 -0.000122896 0.000122896 0.000108448 -6.48504e-05
0.421 -0.00012357 0.00012357 0.000109095 -6.5229e-05
0.422 -0.000124246 0.000124246 0.000109744 -6.56088e-05
0.423 -0.000124924 0.000124924 0.000110396 -6.599e-05
0.424 -0.000125604 0.000125604 0.00011105 -6.63725e-05
0.425 -0.000126286 0.000126286 0.000111706 -6.67563e-05
0.426 -0.000126971 0.000126971 0.000112365 -6.71414e-05
0.427 -0.000127657 0.000127657 0.000113025 -6.75278e-05
0.428 -0.000128346 0.000128346 0.000113689 -6.79155e-05
0.429 -0.000129037 0.000129037 0.000114354 -6.83046e-05
0.43 -0.000129729 0.000129729 0.000115022 -6.86949e-05
0.431 -0.000130424 0.000130424 0.000115692 -6.90866e-05
0.432 -0.000131122 0.000131122 0.000116364 -6.94796e-05
0.433 -0.000131821 0.000131821 0.000117039 -6.9874e-05
0.434 -0.000132522 0.000132522 0.000117716 -7.02696e-05
0.435 -0.000133226 0.000133226 0.000118396 -7.06666e-05
0.436 -0.000133931 0.000133931 0.000119078 -7.10649e-05
0.437 -0.000134639 0.000134639 0.000119762 -7.14646e-05
0.438 -0.000135349 0.000135349 0.000120448 -7.18655e-05
0.439 -0.000136061 0.000136061 0.000121137 -7.22678e-05
0.44 -0.000136775 0.000136775 0.000121828 -7.26714e-05
0.441 -0.000137492 0.000137492 0.000122522 -7.30764e-05
0.442 -0.00013821 0.00013821 0.000123218 -7.34827e-05
0.443 -0.000138931 0.000138931 0.000123916 -7.38903e-05
0.444 -0.000139653 0.000139653 0.000124616 -7.42993e-05
0.445 -0.000140378 0.000140378 0.000125319 -7.47096e-05
0.446 -0.000141105 0.000141105 0.000126025 -7.51212e-05
0.447 -0.000141835 0.000141835 0.000126732 -7.55342e-05
0.448 -0.000142566 0.000142566 0.000127442 -7.59485e-05
0.449 -0.0001433 0.0001433 0.000128155 -7.63642e-05
0.45 -0.000144035 0.000144035 0.00012887 -7.67812e-05
0.451 -0.000144773 0.000144773 0.000129587 -7.71995e-05
0.452 -0.000145513 0.000145513 0.000130306 -7.76192e-05
0.453 -0.000146255 0.000146255 0.000131028 -7.80402e-05
0.454 -0.000146999 0.000146999 0.000131752 -7.84626e-05
0.455 -0.000147746 0.000147746 0.000132479 -7.88863e-05
0.456 -0.000148495 0.000148495 0.000133208 -7.93114e-05
0.457 -0.000149245 0.000149245 0.000133939 -7.97378e-05
0.458 -0.000149998 0.000149998 0.000134673 -8.01656e-05
0.459 -0.000150753 0.000150753 0.000135409 -8.05947e-05
0.46 -0.000151511 0.000151511 0.000136148 -8.10252e-05
0.461 -0.00015227 0.00015227 0.000136889 -8.1457e-05
0.462 -0.000153032 0.000153032 0.000137632 -8.18902e-05
0.463 -0.000153795 0.000153795 0.000138378 -8.23247e-05
0.464 -0.000154561 0.000154561 0.000139126 -8.27606e-05
0.465 -0.000155329 0.000155329 0.000139877 -8.31979e-05
0.466 -0.0001561 0.0001561 0.00014063 -8.36365e-05
0.467 -0.000156872 0.000156872 0.000141385 -8.40764e-05
0.468 -0.000157647 0.000157647 0.000142143 -8.45178e-05
0.469 -0.000158423 0.000158423 0.000142903 -8.49605e-05
0.47 -0.000159202 0.000159202 0.000143666 -8.54047e-05
0.471 -0.000159983 0.000159983 0.00014443 -8.58502e-05
0.472 -0.000160766 0.000160766 0.000145198 -8.62971e-05
0.473 -0.000161552 0.000161552 0.000145968 -8.67455e-05
0.474 -0.000162339 0.000162339 0.00014674 -8.71953e-05
0.475 -0.000163128 0.000163128 0.000147515 -8.76466e-05
0.476 -0.00016392 0.00016392 0.000148292 -8.80993e-05
0.477 -0.000164713 0.000164713 0.000149071 -8.85534e-05
0.478 -0.000165508 0.000165508 0.000149853 -8.9009e-05
0.479 -0.000166306 0.000166306 0.000150638 -8.94661e-05
0.48 -0.000167105 0.000167105 0.000151425 -8.99247e-05
0.481 -0.000167907 0.000167907 0.000152214 -9.03848e-05
0.482 -0.00016871 0.00016871 0.000153006 -9.08464e-05
0.483 -0.000169516 0.000169516 0.0001538 -9.13095e-05
0.484 -0.000170323 0.000170323 0.000154597 -9.17742e-05
0.485 -0.000171133 0.000171133 0.000155396 -9.22403e-05
0.486 -0.000171944 0.000171944 0.000156198 -9.2708e-05
0.487 -0.000172757 0.000172757 0.000157002 -9.31773e-05
0.488 -0.000173572 0.000173572 0.000157808 -9.36481e-05
0.489 -0.00017439 0.00017439 0.000158617 -9.41205e-05
0.49 -0.000175209 0.000175209 0.000159429 -9.45945e-05
0.491 -0.000176029 0.000176029 0.000160243 -9.50701e-05
0.492 -0.000176852 0.000176852 0.000161059 -9.55472e-05
0.493 -0.000177677 0.000177677 0.000161878 -9.6026e-05
0.494 -0.000178503 0.000178503 0.0001627 -9.65064e-05
0.495 -0.000179332 0.000179332 0.000163524 -9.69884e-05
0.496 -0.000180162 0.000180162 0.00016435 -9.7472e-05
0.497 -0.000180994 0.000180994 0.000165179 -9.79573e-05
0.498 -0.000181827 0.000181827 0.000166011 -9.84442e-05
0.499 -0.000182663 0.000182663 0.000166845 -9.89328e-05
0.5 -0.0001835 0.0001835 0.000167681 -9.94231e-05
0.501 -0.000184339 0.000184339 0.00016852 -9.9915e-05
0.502 -0.00018518 0.00018518 0.000169362 -0.000100409
0.503 -0.000186023 0.000186023 0.000170206 -0.000100904
0.504 -0.000186867 0.000186867 0.000171052 -0.000101401
0.505 -0.000187713 0.000187713 0.000171901 -0.0001019
0.506 -0.000188561 0.000188561 0.000172753 -0.0001024
0.507 -0.000189411 0.000189411 0.000173607 -0.000102902
0.508 -0.000190262 0.000190262 0.000174463 -0.000103406
0.509 -0.000191115 0.000191115 0.000175323 -0.000103912
0.51 -0.000191969 0.000191969 0.000176184 -0.000104419
0.511 -0.000192825 0.000192825 0.000177049 -0.000104928
0.512 -0.000193683 0.000193683 0.000177915 -0.000105439
0.513 -0.000194543 0.000194543 0.000178785 -0.000105952
0.514 -0.000195404 0.000195404 0.000179657 -0.000106467
0.515 -0.000196267 0.000196267 0.000180531 -0.000106983
0.516 -0.000197131 0.000197131 0.000181408 -0.000107501
0.517 -0.000197997 0.000197997 0.000182288 -0.000108021
0.518 -0.000198865 0.000198865 0.00018317 -0.000108543
0.519 -0.000199734 0.000199734 0.000184054 -0.000109066
0.52 -0.000200605 0.000200605 0.000184942 -0.000109592
0.521 -0.000201477 0.000201477 0.000185831 -0.000110119
0.522 -0.000202351 0.000202351 0.000186724 -0.000110648
0.523 -0.000203226 0.000203226 0.000187619 -0.000111179
0.524 -0.000204103 0.000204103 0.000188516 -0.000111712
0.525 -0.000204981 0.000204981 0.000189416 -0.000112247
0.526 -0.000205861 0.000205861 0.000190319 -0.000112784
0.527 -0.000206742 0.000206742 0.000191224 -0.000113322
0.528 -0.000207625 0.000207625 0.000192132 -0.000113863
0.529 -0.00020851 0.00020851 0.000193043 -0.000114405
0.53 -0.000209395 0.000209395 0.000193956 -0.000114949
0.531 -0.000210283 0.000210283 0.000194871 -0.000115496
0.532 -0.000211171 0.000211171 0.00019579 -0.000116044
0.533 -0.000212061 0.000212061 0.00019671 -0.000116594
0.534 -0.000212953 0.000212953 0.000197634 -0.000117146
0.535 -0.000213846 0.000213846 0.00019856 -0.0001177
0.536 -0.00021474 0.00021474 0.000199489 -0.000118256
0.537 -0.000215636 0.000215636 0.00020042 -0.000118814
0.538 -0.000216533 0.000216533 0.000201354 -0.000119374
0.539 -0.000217431 0.000217431 0.00020229 -0.000119936
0.54 -0.000218331 0.000218331 0.000203229 -0.0001205
0.541 -0.000219232 0.000219232 0.000204171 -0.000121066
0.542 -0.000220135 0.000220135 0.000205115 -0.000121634
0.543 -0.000221039 0.000221039 0.000206062 -0.000122204
0.544 -0.000221944 0.000221944 0.000207012 -0.000122776
0.545 -0.00022285 0.00022285 0.000207964 -0.00012335
0.546 -0.000223758 0.000223758 0.000208919 -0.000123926
0.547 -0.000224667 0.000224667 0.000209877 -0.000124505
0.548 -0.000225577 0.000225577 0.000210837 -0.000125085
0.549 -0.000226489 0.000226489 0.0002118 -0.000125667
0.55 -0.000227401 0.000227401 0.000212765 -0.000126252
0.551 -0.000228315 0.000228315 0.000213733 -0.000126838
0.552 -0.000229231 0.000229231 0.000214704 -0.000127427
0.553 -0.000230147 0.000230147 0.000215677 -0.000128018
0.554 -0.000231065 0.000231065 0.000216653 -0.000128611
0.555 -0.000231984 0.000231984 0.000217632 -0.000129206
0.556 -0.000232904 0.000232904 0.000218614 -0.000129803
0.557 -0.000233825 0.000233825 0.000219598 -0.000130402
0.558 -0.000234748 0.000234748 0.000220584 -0.000131003
0.559 -0.000235671 0.000235671 0.000221574 -0.000131607
0.56 -0.000236596 0.000236596 0.000222566 -0.000132213
0.561 -0.000237522 0.000237522 0.00022356 -0.000132821
0.562 -0.000238449 0.000238449 0.000224558 -0.000133431
0.563 -0.000239377 0.000239377 0.000225558 -0.000134043
0.564 -0.000240306 0.000240306 0.000226561 -0.000134657
0.565 -0.000241237 0.000241237 0.000227566 -0.000135274
0.566 -0.000242168 0.000242168 0.000228574 -0.000135893
0.567 -0.000243101 0.000243101 0.000229585 -0.000136514
0.568 -0.000244034 0.000244034 0.000230598 -0.000137137
0.569 -0.000244969 0.000244969 0.000231615 -0.000137762
0.57 -0.000245905 0.000245905 0.000232633 -0.00013839
0.571 -0.000246842 0.000246842 0.000233655 -0.00013902
0.572 -0.00024778 0.00024778 0.000234679 -0.000139652
0.573 -0.000248718 0.000248718 0.000235706 -0.000140287
0.574 -0.000249658 0.000249658 0.000236736 -0.000140924
0.575 -0.000250599 0.000250599 0.000237768 -0.000141563
0.576 -0.000251541 0.000251541 0.000238803 -0.000142204
0.577 -0.000252484 0.000252484 0.000239841 -0.000142847
0.578 -0.000253428 0.000253428 0.000240882 -0.000143493
0.579 -0.000254373 0.000254373 0.000241925 -0.000144141
0.58 -0.000255318 0.000255318 0.000242971 -0.000144792
0.581 -0.000256265 0.000256265 0.000244019 -0.000145445
0.582 -0.000257213 0.000257213 0.000245071 -0.0001461
0.583 -0.000258161 0.000258161 0.000246125 -0.000146757
0.584 -0.000259111 0.000259111 0.000247182 -0.000147417
0.585 -0.000260061 0.000260061 0.000248241 -0.000148079
0.586 -0.000261013 0.000261013 0.000249304 -0.000148744
0.587 -0.000261965 0.000261965 0.000250369 -0.00014941
0.588 -0.000262918 0.000262918 0.000251436 -0.00015008
0.589 -0.000263872 0.000263872 0.000252507 -0.000150751
0.59 -0.000264827 0.000264827 0.00025358 -0.000151425
0.591 -0.000265782 0.000265782 0.000254656 -0.000152102
0.592 -0.000266739 0.000266739 0.000255735 -0.00015278
0.593 -0.000267696 0.000267696 0.000256816 -0.000153461
0.594 -0.000268654 0.000268654 0.0002579 -0.000154145
0.595 -0.000269613 0.000269613 0.000258987 -0.000154831
0.596 -0.000270573 0.000270573 0.000260077 -0.000155519
0.597 -0.000271534 0.000271534 0.000261169 -0.00015621
0.598 -0.000272495 0.000272495 0.000262265 -0.000156903
0.599 -0.000273458 0.000273458 0.000263363 -0.000157599
0.6 -0.00027442 0.00027442 0.000264463 -0.000158297
0.601 -0.000275384 0.000275384 0.000265567 -0.000158998
0.602 -0.000276349 0.000276349 0.000266673 -0.000159701
0.603 -0.000277314 0.000277314 0.000267782 -0.000160406
0.604 -0.00027828 0.00027828 0.000268894 -0.000161114
0.605 -0.000279247 0.000279247 0.000270008 -0.000161825
0.606 -0.000280214 0.000280214 0.000271126 -0.000162538
0.607 -0.000281182 0.000281182 0.000272246 -0.000163253
0.608 -0.000282151 0.000282151 0.000273369 -0.000163971
0.609 -0.00028312 0.00028312 0.000274494 -0.000164691
0.61 -0.000284091 0.000284091 0.000275623 -0.000165414
0.611 -0.000285061 0.000285061 0.000276754 -0.00016614
0.612 -0.000286033 0.000286033 0.000277888 -0.000166868
0.613 -0.000287005 0.000287005 0.000279025 -0.000167599
0.614 -0.000287978 0.000287978 0.000280164 -0.000168332
0.615 -0.000288951 0.000288951 0.000281307 -0.000169067
0.616 -0.000289925 0.000289925 0.000282452 -0.000169806
0.617 -0.0002909 0.0002909 0.0002836 -0.000170546
0.618 -0.000291875 0.000291875 0.00028475 -0.00017129
0.619 -0.000292851 0.000292851 0.000285904 -0.000172036
0.62 -0.000293828 0.000293828 0.00028706 -0.000172784
0.621 -0.000294805 0.000294805 0.000288219 -0.000173535
0.622 -0.000295783 0.000295783 0.000289381 -0.000174289
0.623 -0.000296761 0.000296761 0.000290546 -0.000175045
0.624 -0.00029774 0.00029774 0.000291714 -0.000175804
0.625 -0.000298719 0.000298719 0.000292884 -0.000176566
0.626 -0.000299699 0.000299699 0.000294057 -0.00017733
0.627 -0.000300679 0.000300679 0.000295233 -0.000178096
0.628 -0.00030166 0.00030166 0.000296412 -0.000178866
0.629 -0.000302642 0.000302642 0.000297594 -0.000179638
0.63 -0.000303623 0.000303623 0.000298778 -0.000180413
0.631 -0.000304606 0.000304606 0.000299965 -0.00018119
0.632 -0.000305589 0.000305589 0.000301155 -0.00018197
0.633 -0.000306572 0.000306572 0.000302348 -0.000182753
0.634 -0.000307556 0.000307556 0.000303544 -0.000183538
0.635 -0.00030854 0.00030854 0.000304743 -0.000184326
0.636 -0.000309525 0.000309525 0.000305944 -0.000185117
0.637 -0.00031051 0.00031051 0.000307148 -0.00018591
0.638 -0.000311496 0.000311496 0.000308355 -0.000186706
0.639 -0.000312482 0.000312482 0.000309565 -0.000187505
0.64 -0.000313469 0.000313469 0.000310778 -0.000188306
0.641 -0.000314456 0.000314456 0.000311993 -0.00018911
0.642 -0.000315443 0.000315443 0.000313212 -0.000189917
0.643 -0.000316431 0.000316431 0.000314433 -0.000190727
0.644 -0.000317419 0.000317419 0.000315657 -0.000191539
0.645 -0.000318407 0.000318407 0.000316884 -0.000192354
0.646 -0.000319396 0.000319396 0.000318114 -0.000193172
0.647 -0.000320385 0.000320385 0.000319346 -0.000193993
0.648 -0.000321375 0.000321375 0.000320582 -0.000194816
0.649 -0.000322365 0.000322365 0.00032182 -0.000195642
0.65 -0.000323355 0.000323355 0.000323061 -0.000196471
0.651 -0.000324346 0.000324346 0.000324305 -0.000197303
0.652 -0.000325337 0.000325337 0.000325552 -0.000198137
0.653 -0.000326328 0.000326328 0.000326802 -0.000198975
0.654 -0.000327319 0.000327319 0.000328055 -0.000199815
0.655 -0.000328311 0.000328311 0.00032931 -0.000200658
0.656 -0.000329303 0.000329303 0.000330568 -0.000201503
0.657 -0.000330296 0.000330296 0.00033183 -0.000202352
0.658 -0.000331288 0.000331288 0.000333094 -0.000203203
0.659 -0.000332281 0.000332281 0.000334361 -0.000204057
0.66 -0.000333274 0.000333274 0.00033563 -0.000204914
0.661 -0.000334268 0.000334268 0.000336903 -0.000205774
0.662 -0.000335261 0.000335261 0.000338179 -0.000206636
0.663 -0.000336255 0.000336255 0.000339457 -0.000207502
0.664 -0.000337249 0.000337249 0.000340738 -0.00020837
0.665 -0.000338244 0.000338244 0.000342022 -0.000209241
0.666 -0.000339238 0.000339238 0.000343309 -0.000210115
0.667 -0.000340233 0.000340233 0.000344599 -0.000210992
0.668 -0.000341228 0.000341228 0.000345892 -0.000211872
0.669 -0.000342223 0.000342223 0.000347188 -0.000212754
0.67 -0.000343218 0.000343218 0.000348486 -0.00021364
0.671 -0.000344214 0.000344214 0.000349788 -0.000214528
0.672 -0.000345209 0.000345209 0.000351092 -0.00021542
0.673 -0.000346205 0.000346205 0.000352399 -0.000216314
0.674 -0.000347201 0.000347201 0.00035371 -0.000217211
0.675 -0.000348197 0.000348197 0.000355023 -0.000218111
0.676 -0.000349193 0.000349193 0.000356339 -0.000219014
0.677 -0.000350189 0.000350189 0.000357657 -0.00021992
0.678 -0.000351186 0.000351186 0.000358979 -0.000220828
0.679 -0.000352182 0.000352182 0.000360304 -0.00022174
0.68 -0.000353179 0.000353179 0.000361631 -0.000222655
0.681 -0.000354175 0.000354175 0.000362962 -0.000223572
0.682 -0.000355172 0.000355172 0.000364295 -0.000224493
0.683 -0.000356169 0.000356169 0.000365631 -0.000225417
0.684 -0.000357166 0.000357166 0.00036697 -0.000226343
0.685 -0.000358163 0.000358163 0.000368312 -0.000227272
0.686 -0.00035916 0.00035916 0.000369657 -0.000228205
0.687 -0.000360157 0.000360157 0.000371005 -0.00022914
0.688 -0.000361154 0.000361154 0.000372356 -0.000230079
0.689 -0.000362151 0.000362151 0.00037371 -0.00023102
0.69 -0.000363148 0.000363148 0.000375066 -0.000231964
0.691 -0.000364145 0.000364145 0.000376426 -0.000232912
0.692 -0.000365142 0.000365142 0.000377788 -0.000233862
0.693 -0.000366139 0.000366139 0.000379153 -0.000234816
0.694 -0.000367136 0.000367136 0.000380522 -0.000235772
0.695 -0.000368133 0.000368133 0.000381893 -0.000236731
0.696 -0.000369131 0.000369131 0.000383267 -0.000237694
0.697 -0.000370128 0.000370128 0.000384644 -0.000238659
0.698 -0.000371125 0.000371125 0.000386024 -0.000239628
0.699 -0.000372121 0.000372121 0.000387407 -0.000240599
0.7 -0.000373118 0.000373118 0.000388793 -0.000241574
0.701 -0.000374115 0.000374115 0.000390181 -0.000242552
0.702 -0.000375112 0.000375112 0.000391573 -0.000243532
0.703 -0.000376109 0.000376109 0.000392968 -0.000244516
0.704 -0.000377105 0.000377105 0.000394365 -0.000245503
0.705 -0.000378102 0.000378102 0.000395766 -0.000246493
0.706 -0.000379098 0.000379098 0.000397169 -0.000247486
0.707 -0.000380094 0.000380094 0.000398576 -0.000248482
0.708 -0.00038109 0.00038109 0.000399985 -0.000249481
0.709 -0.000382086 0.000382086 0.000401397 -0.000250484
0.71 -0.000383082 0.000383082 0.000402812 -0.000251489
0.711 -0.000384078 0.000384078 0.00040423 -0.000252497
0.712 -0.000385074 0.000385074 0.000405651 -0.000253509
0.713 -0.000386069 0.000386069 0.000407075 -0.000254524
0.714 -0.000387064 0.000387064 0.000408502 -0.000255542
0.715 -0.00038806 0.00038806 0.000409932 -0.000256563
0.716 -0.000389055 0.000389055 0.000411365 -0.000257587
0.717 -0.000390049 0.000390049 0.000412801 -0.000258614
0.718 -0.000391044 0.000391044 0.00041424 -0.000259644
0.719 -0.000392038 0.000392038 0.000415681 -0.000260678
0.72 -0.000393033 0.000393033 0.000417126 -0.000261714
0.721 -0.000394027 0.000394027 0.000418573 -0.000262754
0.722 -0.00039502 0.00039502 0.000420024 -0.000263797
0.723 -0.000396014 0.000396014 0.000421478 -0.000264843
0.724 -0.000397007 0.000397007 0.000422934 -0.000265892
0.725 -0.000398 0.000398 0.000424393 -0.000266945
0.726 -0.000398993 0.000398993 0.000425856 -0.000268
0.727 -0.000399986 0.000399986 0.000427321 -0.000269059
0.728 -0.000400978 0.000400978 0.000428789 -0.000270121
0.729 -0.00040197 0.00040197 0.000430261 -0.000271186
0.73 -0.000402962 0.000402962 0.000431735 -0.000272255
0.731 -0.000403953 0.000403953 0.000433212 -0.000273326
0.732 -0.000404945 0.000404945 0.000434692 -0.000274401
0.733 -0.000405936 0.000405936 0.000436175 -0.000275479
0.734 -0.000406926 0.000406926 0.000437661 -0.00027656
0.735 -0.000407916 0.000407916 0.000439151 -0.000277645
0.736 -0.000408906 0.000408906 0.000440643 -0.000278732
0.737 -0.000409896 0.000409896 0.000442138 -0.000279823
0.738 -0.000410885 0.000410885 0.000443636 -0.000280917
0.739 -0.000411875 0.000411875 0.000445137 -0.000282015
0.74 -0.000412863 0.000412863 0.00044664 -0.000283115
0.741 -0.000413852 0.000413852 0.000448147 -0.000284219
0.742 -0.000414839 0.000414839 0.000449657 -0.000285326
0.743 -0.000415827 0.000415827 0.00045117 -0.000286437
0.744 -0.000416814 0.000416814 0.000452686 -0.00028755
0.745 -0.000417801 0.000417801 0.000454205 -0.000288667
0.746 -0.000418788 0.000418788 0.000455727 -0.000289787
0.747 -0.000419774 0.000419774 0.000457251 -0.000290911
0.748 -0.000420759 0.000420759 0.000458779 -0.000292037
0.749 -0.000421745 0.000421745 0.00046031 -0.000293167
0.75 -0.00042273 0.00042273 0.000461844 -0.000294301
0.751 -0.000423714 0.000423714 0.00046338 -0.000295437
0.752 -0.000424698 0.000424698 0.00046492 -0.000296577
0.753 -0.000425682 0.000425682 0.000466463 -0.00029772
0.754 -0.000426665 0.000426665 0.000468008 -0.000298867
0.755 -0.000427648 0.000427648 0.000469557 -0.000300017
0.756 -0.00042863 0.00042863 0.000471109 -0.00030117
0.757 -0.000429612 0.000429612 0.000472663 -0.000302326
0.758 -0.000430593 0.000430593 0.000474221 -0.000303486
0.759 -0.000431574 0.000431574 0.000475782 -0.000304649
0.76 -0.000432554 0.000432554 0.000477345 -0.000305815
0.761 -0.000433534 0.000433534 0.000478912 -0.000306985
0.762 -0.000434514 0.000434514 0.000480482 -0.000308158
0.763 -0.000435493 0.000435493 0.000482054 -0.000309335
0.764 -0.000436471 0.000436471 0.00048363 -0.000310514
0.765 -0.000437449 0.000437449 0.000485209 -0.000311697
0.766 -0.000438427 0.000438427 0.00048679 -0.000312884
0.767 -0.000439404 0.000439404 0.000488375 -0.000314074
0.768 -0.00044038 0.00044038 0.000489962 -0.000315267
0.769 -0.000441356 0.000441356 0.000491553 -0.000316464
0.77 -0.000442331 0.000442331 0.000493147 -0.000317663
0.771 -0.000443306 0.000443306 0.000494743 -0.000318867
0.772 -0.00044428 0.00044428 0.000496343 -0.000320074
0.773 -0.000445254 0.000445254 0.000497946 -0.000321284
0.774 -0.000446227 0.000446227 0.000499551 -0.000322497
0.775 -0.000447199 0.000447199 0.00050116 -0.000323714
0.776 -0.000448171 0.000448171 0.000502772 -0.000324934
0.777 -0.000449143 0.000449143 0.000504386 -0.000326158
0.778 -0.000450113 0.000450113 0.000506004 -0.000327385
0.779 -0.000451083 0.000451083 0.000507625 -0.000328616
0.78 -0.000452053 0.000452053 0.000509248 -0.000329849
0.781 -0.000453022 0.000453022 0.000510875 -0.000331087
0.782 -0.00045399 0.00045399 0.000512505 -0.000332328
0.783 -0.000454958 0.000454958 0.000514138 -0.000333572
0.784 -0.000455925 0.000455925 0.000515773 -0.000334819
0.785 -0.000456892 0.000456892 0.000517412 -0.00033607
0.786 -0.000457857 0.000457857 0.000519054 -0.000337325
0.787 -0.000458822 0.000458822 0.000520699 -0.000338583
0.788 -0.000459787 0.000459787 0.000522347 -0.000339844
0.789 -0.000460751 0.000460751 0.000523997 -0.000341109
0.79 -0.000461714 0.000461714 0.000525651 -0.000342377
0.791 -0.000462676 0.000462676 0.000527308 -0.000343649
0.792 -0.000463638 0.000463638 0.000528968 -0.000344924
0.793 -0.000464599 0.000464599 0.000530631 -0.000346203
0.794 -0.00046556 0.00046556 0.000532297 -0.000347485
0.795 -0.00046652 0.00046652 0.000533966 -0.000348771
0.796 -0.000467479 0.000467479 0.000535638 -0.00035006
0.797 -0.000468437 0.000468437 0.000537313 -0.000351352
0.798 -0.000469395 0.000469395 0.000538991 -0.000352648
0.799 -0.000470352 0.000470352 0.000540672 -0.000353948
0.8 -0.000471308 0.000471308 0.000542356 -0.000355251
0.801 -0.000472263 0.000472263 0.000544043 -0.000356557
0.802 -0.000473218 0.000473218 0.000545733 -0.000357867
0.803 -0.000474172 0.000474172 0.000547427 -0.000359181
0.804 -0.000475125 0.000475125 0.000549123 -0.000360498
0.805 -0.000476078 0.000476078 0.000550822 -0.000361819
0.806 -0.000477029 0.000477029 0.000552524 -0.000363143
0.807 -0.00047798 0.00047798 0.00055423 -0.00036447
0.808 -0.00047893 0.00047893 0.000555938 -0.000365801
0.809 -0.00047988 0.00047988 0.000557649 -0.000367136
0.81 -0.000480828 0.000480828 0.000559364 -0.000368474
0.811 -0.000481776 0.000481776 0.000561081 -0.000369816
0.812 -0.000482723 0.000482723 0.000562802 -0.000371161
